Month:Day:Hr:Min:Sec:MSec,Packet number,Element 1, Element 2, Element 3, Element 4
9:30:16:2:51:846,19278,0.1421505,0.2014154,-0.9407932,-0.2326653
9:30:16:2:51:905,19285,0.1419606,0.2009176,-0.9408706,-0.2328984
9:30:16:2:51:965,19293,0.141906,0.2007436,-0.9409134,-0.232909
9:30:16:2:52:24,19300,0.1417832,0.2004984,-0.9409693,-0.2329688
9:30:16:2:52:93,19307,0.1416621,0.2001946,-0.9410368,-0.2330314
9:30:16:2:52:152,19315,0.1414786,0.1997668,-0.941095,-0.2332749
9:30:16:2:52:212,19322,0.1414773,0.1995209,-0.9411479,-0.2332728
9:30:16:2:52:271,19329,0.141473,0.1994537,-0.9411798,-0.2332046
9:30:16:2:52:330,19337,0.1413515,0.1990883,-0.9412448,-0.2333276
9:30:16:2:52:390,19343,0.1412904,0.1988442,-0.9413056,-0.2333276
9:30:16:2:52:449,19350,0.1413543,0.1988481,-0.9413244,-0.2332102
9:30:16:2:52:508,19357,0.1412915,0.1986625,-0.9413736,-0.2332072
9:30:16:2:52:567,19365,0.1412301,0.1983569,-0.9414323,-0.2332677
9:30:16:2:52:627,19372,0.1410485,0.1979317,-0.941503,-0.2334532
9:30:16:2:52:686,19379,0.1411103,0.1979328,-0.9415084,-0.2333935
9:30:16:2:52:805,19391,0.1408672,0.1972018,-0.9416372,-0.2336393
9:30:16:2:52:864,19398,0.1408625,0.1970732,-0.9416667,-0.2336315
9:30:16:2:52:933,19407,0.1408016,0.1968904,-0.9417291,-0.2335708
9:30:16:2:52:992,19414,0.1408084,0.1966557,-0.9417744,-0.233582
9:30:16:2:53:52,19421,0.1407456,0.19647,-0.9418233,-0.233579
9:30:16:2:53:111,19428,0.1406841,0.1961642,-0.9418813,-0.2336393
9:30:16:2:53:170,19434,0.1406189,0.1959143,-0.9419145,-0.2337545
9:30:16:2:53:229,19441,0.1406242,0.1957997,-0.9419504,-0.2337023
9:30:16:2:53:289,19448,0.1406215,0.1956739,-0.9419932,-0.2336368
9:30:16:2:53:348,19456,0.1404985,0.1954284,-0.9420478,-0.2336962
9:30:16:2:53:407,19463,0.1403768,0.1950627,-0.9421113,-0.2338189
9:30:16:2:53:467,19468,0.1403136,0.1948155,-0.9421576,-0.2338763
9:30:16:2:53:585,19481,0.1403141,0.1945722,-0.9422227,-0.2338162
9:30:16:2:53:644,19488,0.1403195,0.1944575,-0.9422585,-0.2337641
9:30:16:2:53:704,19495,0.1401961,0.1941505,-0.9423105,-0.2338839
9:30:16:2:53:773,19504,0.1400074,0.1935934,-0.9423947,-0.2341187
9:30:16:2:53:891,19516,0.1398307,0.193053,-0.9424989,-0.2342515
9:30:16:2:53:951,19524,0.1398279,0.1929271,-0.9425414,-0.2341858
9:30:16:2:54:10,19531,0.1398316,0.1928711,-0.942566,-0.2341309
9:30:16:2:54:69,19538,0.1398301,0.192625,-0.9426172,-0.2341284
9:30:16:2:54:128,19546,0.1397049,0.1923766,-0.9426574,-0.2342453
9:30:16:2:54:188,19553,0.1397082,0.192259,-0.9426795,-0.2342508
9:30:16:2:54:247,19560,0.1396465,0.1919529,-0.9427361,-0.2343107
9:30:16:2:54:306,19567,0.1396421,0.1918859,-0.9427674,-0.2342423
9:30:16:2:54:366,19575,0.139645,0.1917067,-0.942787,-0.2343082
9:30:16:2:54:425,19582,0.1395231,0.1913407,-0.942849,-0.2344306
9:30:16:2:54:484,19589,0.1394625,0.1912192,-0.9429128,-0.2343092
9:30:16:2:54:613,19603,0.1395814,0.1910928,-0.9429525,-0.2341818
9:30:16:2:54:673,19609,0.13952,0.1908482,-0.9430113,-0.2341812
9:30:16:2:54:731,19617,0.1394048,0.1906135,-0.9430577,-0.2342538
9:30:16:2:54:791,19624,0.1392206,0.1901848,-0.9431113,-0.2344961
9:30:16:2:54:850,19631,0.1391588,0.1898786,-0.9431673,-0.2345559
9:30:16:2:54:909,19638,0.1390938,0.18969,-0.9432013,-0.2346102
9:30:16:2:54:968,19645,0.1389721,0.1893854,-0.9432651,-0.2346719
9:30:16:2:55:28,19652,0.139036,0.1893892,-0.943284,-0.2345546
9:30:16:2:55:87,19659,0.1390332,0.1892633,-0.9433261,-0.2344888
9:30:16:2:55:146,19667,0.139095,0.1892644,-0.9433316,-0.2344291
9:30:16:2:55:206,19674,0.1391601,0.1891479,-0.9433589,-0.2343749
9:30:16:2:55:265,19679,0.1389762,0.1887805,-0.9434144,-0.2345566
9:30:16:2:55:324,19687,0.1389714,0.1886519,-0.9434429,-0.2345485
9:30:16:2:55:384,19694,0.1389163,0.1884769,-0.9434834,-0.2345586
9:30:16:2:55:452,19702,0.139032,0.1884683,-0.9435011,-0.2344258
9:30:16:2:55:512,19710,0.1389753,0.1883522,-0.9435308,-0.2344331
9:30:16:2:55:571,19717,0.1389103,0.1881636,-0.9435646,-0.2344874
9:30:16:2:55:630,19724,0.1388548,0.187927,-0.9436024,-0.2345578
9:30:16:2:55:690,19731,0.1388512,0.187678,-0.9436388,-0.2346127
9:30:16:2:55:749,19739,0.1388548,0.1876218,-0.9436631,-0.2345577
9:30:16:2:55:808,19746,0.138731,0.1873143,-0.9437128,-0.234677
9:30:16:2:55:868,19753,0.1387869,0.1873073,-0.9437385,-0.2345461
9:30:16:2:55:927,19761,0.13879,0.1871896,-0.9437601,-0.2345515
9:30:16:2:55:986,19768,0.1387872,0.1870636,-0.9438018,-0.2344857
9:30:16:2:56:45,19775,0.1387888,0.1870048,-0.9438125,-0.2344884
9:30:16:2:56:105,19782,0.1386047,0.1866373,-0.9438671,-0.2346698
9:30:16:2:56:164,19790,0.1386099,0.1865221,-0.9439022,-0.2346175
9:30:16:2:56:223,19797,0.138607,0.1863963,-0.9439439,-0.2345517
9:30:16:2:56:292,19805,0.1385415,0.1861461,-0.9439744,-0.2346662
9:30:16:2:56:352,19811,0.1382987,0.1856596,-0.9440445,-0.2349126
9:30:16:2:56:471,19824,0.1381193,0.1851153,-0.9441305,-0.2351019
9:30:16:2:56:529,19832,0.1379935,0.184805,-0.9441657,-0.2352785
9:30:16:2:56:589,19839,0.1378113,0.18444,-0.9442329,-0.2354021
9:30:16:2:56:648,19846,0.1378144,0.1843221,-0.9442542,-0.2354074
9:30:16:2:56:707,19853,0.1378793,0.1842053,-0.944281,-0.2353531
9:30:16:2:56:767,19859,0.1378142,0.1840167,-0.9443139,-0.2354071
9:30:16:2:56:826,19866,0.1376319,0.1836516,-0.9443806,-0.2355306
9:30:16:2:56:885,19873,0.1375683,0.183404,-0.9444239,-0.2355872
9:30:16:2:56:944,19881,0.1375733,0.1832887,-0.9444587,-0.2355348
9:30:16:2:57:4,19888,0.1375101,0.1831027,-0.9445049,-0.2355311
9:30:16:2:57:73,19896,0.137448,0.1827961,-0.9445586,-0.2355903
9:30:16:2:57:132,19904,0.1373829,0.1826075,-0.944591,-0.2356442
9:30:16:2:57:191,19910,0.1372683,0.1822513,-0.9446428,-0.2357792
9:30:16:2:57:251,19917,0.1372634,0.1821228,-0.9446704,-0.2357709
9:30:16:2:57:310,19924,0.1372002,0.1819368,-0.9447163,-0.2357671
9:30:16:2:57:369,19932,0.1372048,0.1817597,-0.9447477,-0.235775
9:30:16:2:57:429,19939,0.1371416,0.1815737,-0.9447937,-0.2357712
9:30:16:2:57:488,19946,0.1370843,0.1813956,-0.9448194,-0.2358386
9:30:16:2:57:547,19954,0.1371417,0.1813298,-0.9448557,-0.2357104
9:30:16:2:57:606,19961,0.1370864,0.1811542,-0.944895,-0.2357202
9:30:16:2:57:666,19968,0.137081,0.1809641,-0.9449192,-0.2357721
9:30:16:2:57:725,19976,0.1368966,0.1805961,-0.9449711,-0.2359529
9:30:16:2:57:784,19983,0.1368334,0.1804101,-0.9450169,-0.2359491
9:30:16:2:57:844,19990,0.1367128,0.1800458,-0.9450879,-0.2360126
9:30:16:2:57:913,19999,0.1365303,0.1796804,-0.9451531,-0.2361357
9:30:16:2:57:972,20006,0.1365941,0.1796841,-0.9451724,-0.2360184
9:30:16:2:58:31,20013,0.1364719,0.1793788,-0.9452329,-0.2360793
9:30:16:2:58:91,20020,0.1364685,0.1791912,-0.9452705,-0.2360735
9:30:16:2:58:150,20028,0.1363508,0.1789528,-0.9453002,-0.236203
9:30:16:2:58:209,20035,0.1362875,0.1787667,-0.9453456,-0.2361991
9:30:16:2:58:268,20042,0.1362227,0.1783956,-0.9453808,-0.2363757
9:30:16:2:58:328,20050,0.136288,0.1783402,-0.9454105,-0.2362611
9:30:16:2:58:387,20057,0.1362851,0.1782143,-0.9454512,-0.236195
9:30:16:2:58:446,20064,0.1361703,0.1778575,-0.9455013,-0.2363295
9:30:16:2:58:506,20071,0.1359169,0.1773572,-0.9455594,-0.2366187
9:30:16:2:58:565,20079,0.1359228,0.1771208,-0.9456003,-0.2366289
9:30:16:2:58:624,20086,0.1357991,0.1768744,-0.9456496,-0.236687
9:30:16:2:58:684,20093,0.1356743,0.1765047,-0.9456919,-0.2368655
9:30:16:2:58:753,20102,0.1356787,0.1763273,-0.9457225,-0.2368731
9:30:16:2:58:812,20109,0.1356148,0.1760795,-0.9457638,-0.2369292
9:30:16:2:58:872,20116,0.1354316,0.1756521,-0.9458237,-0.237112
9:30:16:2:58:930,20124,0.1353682,0.175466,-0.9458684,-0.2371079
9:30:16:2:58:990,20131,0.1353725,0.1752885,-0.9458987,-0.2371155
9:30:16:2:59:49,20138,0.1352496,0.1749213,-0.9459541,-0.2372362
9:30:16:2:59:108,20145,0.1351863,0.1747351,-0.9459985,-0.237232
9:30:16:2:59:168,20152,0.1350638,0.1744295,-0.9460573,-0.2372925
9:30:16:2:59:227,20159,0.1350082,0.1742534,-0.9460952,-0.237302
9:30:16:2:59:286,20166,0.1348867,0.1738269,-0.9461602,-0.2374251
9:30:16:2:59:345,20174,0.1347643,0.1735212,-0.9462186,-0.2374854
9:30:16:2:59:405,20181,0.1347613,0.1733953,-0.9462587,-0.2374191
9:30:16:2:59:464,20188,0.1346993,0.1731499,-0.946313,-0.2374174
9:30:16:2:59:533,20197,0.1346972,0.1729031,-0.9463592,-0.2374137
9:30:16:2:59:583,20203,0.134761,0.1729067,-0.9463789,-0.2372966
9:30:16:2:59:652,20213,0.1347658,0.1727908,-0.9464126,-0.237244
9:30:16:2:59:711,20220,0.1347628,0.1726649,-0.9464527,-0.2371777
9:30:16:2:59:770,20228,0.1346994,0.1724787,-0.9464967,-0.2371735
9:30:16:2:59:830,20235,0.1345764,0.1721113,-0.9465509,-0.2372938
9:30:16:2:59:889,20242,0.1345806,0.1719336,-0.9465807,-0.2373013
9:30:16:2:59:948,20250,0.1345199,0.1716289,-0.9466444,-0.237302
9:30:16:3:0:7,20257,0.1344565,0.1714427,-0.9466883,-0.2372977
9:30:16:3:0:67,20264,0.1344593,0.1713242,-0.9467081,-0.2373026
9:30:16:3:0:126,20270,0.1343967,0.171017,-0.9467579,-0.2373608
9:30:16:3:0:185,20277,0.1343936,0.1708911,-0.9467977,-0.2372945
9:30:16:3:0:244,20284,0.1343978,0.1707133,-0.9468273,-0.2373019
9:30:16:3:0:304,20291,0.1344539,0.170707,-0.9468532,-0.2371711
9:30:16:3:0:432,20305,0.134394,0.1702813,-0.9469227,-0.2372342
9:30:16:3:0:492,20312,0.1343974,0.1702245,-0.9469462,-0.2371791
9:30:16:3:0:551,20320,0.1343943,0.1700986,-0.9469858,-0.2371127
9:30:16:3:0:610,20327,0.1342093,0.1697299,-0.9470332,-0.2372923
9:30:16:3:0:669,20334,0.1340276,0.1693044,-0.9471039,-0.2374168
9:30:16:3:0:729,20342,0.1339044,0.1689368,-0.947157,-0.2375369
9:30:16:3:0:788,20349,0.1338467,0.1687579,-0.9471802,-0.2376037
9:30:16:3:0:847,20356,0.133724,0.1684519,-0.947237,-0.2376637
9:30:16:3:0:906,20363,0.1335408,0.1680856,-0.9472973,-0.2377856
9:30:16:3:0:966,20371,0.1335977,0.1679583,-0.947329,-0.2377172
9:30:16:3:1:25,20378,0.1335418,0.1677818,-0.9473658,-0.2377264
9:30:16:3:1:85,20385,0.1335396,0.1675348,-0.9474109,-0.2377224
9:30:16:3:1:143,20393,0.1334818,0.1673558,-0.9474338,-0.2377892
9:30:16:3:1:213,20401,0.1333604,0.1669904,-0.9474998,-0.2378515
9:30:16:3:1:272,20408,0.1333548,0.1668003,-0.9475212,-0.2379026
9:30:16:3:1:331,20416,0.1332989,0.1666237,-0.9475578,-0.2379118
9:30:16:3:1:391,20423,0.1332367,0.1663781,-0.9476104,-0.2379096
9:30:16:3:1:450,20430,0.1332331,0.1661904,-0.9476454,-0.2379031
9:30:16:3:1:509,20435,0.1332358,0.1660717,-0.9476646,-0.2379079
9:30:16:3:1:568,20443,0.1331722,0.1658854,-0.9477074,-0.2379034
9:30:16:3:1:628,20450,0.1330565,0.1655272,-0.9477528,-0.2380368
9:30:16:3:1:687,20457,0.1329909,0.1653384,-0.9477816,-0.2380898
9:30:16:3:1:746,20465,0.132935,0.1651617,-0.9478179,-0.2380989
9:30:16:3:1:805,20472,0.1329919,0.1650344,-0.9478493,-0.2380304
9:30:16:3:1:865,20479,0.1327479,0.1646074,-0.9479117,-0.2382139
9:30:16:3:1:924,20487,0.1327506,0.1644886,-0.9479307,-0.2382186
9:30:16:3:1:983,20494,0.1327475,0.1643628,-0.9479697,-0.2381521
9:30:16:3:2:52,20502,0.132812,0.164245,-0.9479948,-0.2380973
9:30:16:3:2:112,20509,0.132628,0.1638166,-0.9480491,-0.2382787
9:30:16:3:2:171,20517,0.1325624,0.1636279,-0.9480776,-0.2383316
9:30:16:3:2:230,20524,0.1324389,0.1632599,-0.9481283,-0.238451
9:30:16:3:2:290,20531,0.1323236,0.1629632,-0.948177,-0.2385243
9:30:16:3:2:349,20539,0.1323805,0.162836,-0.9482082,-0.2384558
9:30:16:3:2:408,20546,0.1323831,0.1627171,-0.948227,-0.2384605
9:30:16:3:2:467,20553,0.13238,0.1625912,-0.9482658,-0.2383939
9:30:16:3:2:527,20561,0.1324432,0.1625329,-0.9482813,-0.2383368
9:30:16:3:2:586,20567,0.1323776,0.1623441,-0.9483095,-0.2383896
9:30:16:3:2:645,20574,0.1322604,0.1620449,-0.9483441,-0.2385203
9:30:16:3:2:705,20581,0.1322567,0.1618572,-0.9483785,-0.2385136
9:30:16:3:2:764,20589,0.1321413,0.1615603,-0.9484268,-0.2385868
9:30:16:3:2:833,20597,0.1319571,0.1611317,-0.9484798,-0.2387679
9:30:16:3:2:892,20604,0.1318934,0.1609453,-0.9485215,-0.238763
9:30:16:3:2:952,20612,0.131829,0.1606971,-0.9485586,-0.238818
9:30:16:3:3:11,20619,0.1317117,0.1603977,-0.9485927,-0.2389487
9:30:16:3:3:70,20626,0.1317685,0.1602706,-0.9486237,-0.2388801
9:30:16:3:3:129,20634,0.1317118,0.1600317,-0.9486545,-0.2389489
9:30:16:3:3:189,20638,0.1316461,0.1598429,-0.9486822,-0.2390015
9:30:16:3:3:307,20651,0.1315275,0.1594199,-0.9487682,-0.2390078
9:30:16:3:3:367,20659,0.1315238,0.1592322,-0.948802,-0.2390009
9:30:16:3:3:426,20666,0.1314676,0.1590551,-0.9488373,-0.2390098
9:30:16:3:3:485,20673,0.1314045,0.1587473,-0.9488831,-0.239067
9:30:16:3:3:544,20681,0.1313407,0.1585609,-0.9489244,-0.2390621
9:30:16:3:3:604,20688,0.1314039,0.1585025,-0.9489397,-0.2390049
9:30:16:3:3:673,20696,0.1312201,0.1581355,-0.9489959,-0.2391257
9:30:16:3:3:732,20704,0.1311033,0.1578977,-0.949034,-0.2391963
9:30:16:3:3:791,20711,0.1311007,0.1576505,-0.9490765,-0.2391917
9:30:16:3:3:851,20718,0.1309763,0.1574035,-0.9491204,-0.2392484
9:30:16:3:3:910,20725,0.1309807,0.1572867,-0.9491525,-0.2391955
9:30:16:3:3:969,20730,0.1309169,0.1571003,-0.9491934,-0.2391904
9:30:16:3:4:29,20737,0.130982,0.1570441,-0.9492226,-0.2390757
9:30:16:3:4:88,20744,0.1309756,0.1569755,-0.9492378,-0.2390641
9:30:16:3:4:147,20752,0.1309194,0.1567981,-0.9492726,-0.2390729
9:30:16:3:4:206,20759,0.1309144,0.15667,-0.9492969,-0.2390637
9:30:16:3:4:265,20764,0.1308587,0.1563713,-0.9493359,-0.2391345
9:30:16:3:4:325,20772,0.1308536,0.1562431,-0.9493601,-0.2391252
9:30:16:3:4:385,20779,0.130858,0.1561263,-0.949392,-0.2390722
9:30:16:3:4:443,20786,0.1307923,0.1559376,-0.9494188,-0.2391247
9:30:16:3:4:513,20794,0.1307986,0.155823,-0.9494646,-0.2390141
9:30:16:3:4:572,20801,0.130614,0.155394,-0.949515,-0.2391945
9:30:16:3:4:631,20808,0.1306089,0.1552659,-0.949539,-0.2391852
9:30:16:3:4:690,20815,0.1306121,0.1552086,-0.9495619,-0.2391299
9:30:16:3:4:750,20823,0.1304881,0.1548402,-0.9496091,-0.2392485
9:30:16:3:4:809,20830,0.1305512,0.1547816,-0.9496244,-0.2391913
9:30:16:3:4:868,20837,0.1303672,0.1544144,-0.9496791,-0.2393118
9:30:16:3:4:928,20845,0.1303704,0.1543571,-0.949702,-0.2392565
9:30:16:3:4:987,20851,0.1303065,0.1541706,-0.9497423,-0.2392513
9:30:16:3:5:46,20858,0.1301882,0.1538088,-0.9497693,-0.2394412
9:30:16:3:5:105,20865,0.1300629,0.1534999,-0.9498071,-0.2395574
9:30:16:3:5:165,20873,0.1299383,0.1532528,-0.94985,-0.2396139
9:30:16:3:5:224,20880,0.1297548,0.152764,-0.9499077,-0.2397961
9:30:16:3:5:283,20886,0.1297591,0.152647,-0.9499393,-0.2397431
9:30:16:3:5:352,20894,0.1298159,0.15252,-0.9499693,-0.2396742
9:30:16:3:5:412,20901,0.1296988,0.1522817,-0.9500059,-0.2397445
9:30:16:3:5:471,20908,0.1296942,0.1520322,-0.9500331,-0.239797
9:30:16:3:5:530,20916,0.1296371,0.1517926,-0.950062,-0.2398653
9:30:16:3:5:589,20922,0.1295137,0.1514859,-0.950113,-0.2399238
9:30:16:3:5:649,20927,0.1293903,0.1511791,-0.950164,-0.2399823
9:30:16:3:5:708,20934,0.1293938,0.1510002,-0.9501902,-0.239989
9:30:16:3:5:767,20942,0.1293285,0.15069,-0.9502195,-0.240103
9:30:16:3:5:826,20949,0.1292645,0.1505035,-0.9502591,-0.2400976
9:30:16:3:5:886,20956,0.1292688,0.1503864,-0.9502906,-0.2400445
9:30:16:3:5:945,20964,0.1292049,0.1501999,-0.9503301,-0.2400391
9:30:16:3:6:4,20971,0.1292091,0.1500828,-0.9503614,-0.2399859
9:30:16:3:6:63,20977,0.129083,0.1497119,-0.9503928,-0.2401615
9:30:16:3:6:133,20986,0.1290289,0.1494147,-0.9504436,-0.2401744
9:30:16:3:6:192,20993,0.128963,0.149226,-0.950469,-0.2402264
9:30:16:3:6:251,21000,0.1289673,0.1491089,-0.9505002,-0.2401733
9:30:16:3:6:310,21007,0.128843,0.1487401,-0.9505451,-0.2402913
9:30:16:3:6:370,21011,0.128779,0.1485536,-0.9505844,-0.2402858
9:30:16:3:6:429,21018,0.1287821,0.1484961,-0.9506069,-0.2402304
9:30:16:3:6:488,21025,0.1287192,0.1482499,-0.9506547,-0.2402271
9:30:16:3:6:548,21033,0.128662,0.1480101,-0.9506826,-0.2402952
9:30:16:3:6:607,21040,0.1284757,0.1476403,-0.9507205,-0.2404724
9:30:16:3:6:666,21047,0.1284725,0.1475145,-0.9507574,-0.2404053
9:30:16:3:6:725,21055,0.1284767,0.1473972,-0.9507884,-0.2403521
9:30:16:3:6:785,21062,0.1284734,0.1472714,-0.9508253,-0.2402849
9:30:16:3:6:844,21069,0.1284169,0.1470934,-0.9508584,-0.2402933
9:30:16:3:6:903,21076,0.1283528,0.1469069,-0.9508973,-0.2402877
9:30:16:3:6:973,21085,0.1283563,0.1467278,-0.9509228,-0.2402942
9:30:16:3:7:32,21092,0.1282904,0.1465391,-0.9509478,-0.2403461
9:30:16:3:7:91,21099,0.1282349,0.1463013,-0.9509892,-0.2403566
9:30:16:3:7:150,21107,0.128229,0.1461115,-0.9510065,-0.2404065
9:30:16:3:7:210,21114,0.1282332,0.1459942,-0.9510375,-0.2403533
9:30:16:3:7:269,21121,0.1281065,0.1457448,-0.9510641,-0.2404667
9:30:16:3:7:329,21129,0.1279895,0.1453844,-0.9511018,-0.2405983
9:30:16:3:7:387,21136,0.1279862,0.1452586,-0.9511384,-0.2405311
9:30:16:3:7:447,21143,0.1278073,0.1448971,-0.9511693,-0.240722
9:30:16:3:7:506,21150,0.1276828,0.1445281,-0.9512124,-0.2408395
9:30:16:3:7:565,21158,0.1275568,0.1440354,-0.9512441,-0.2410762
9:30:16:3:7:625,21165,0.1273815,0.143678,-0.9513024,-0.241152
9:30:16:3:7:684,21172,0.1272566,0.1434307,-0.9513423,-0.2412077
9:30:16:3:7:753,21181,0.1271929,0.1431225,-0.9513831,-0.2412636
9:30:16:3:7:812,21188,0.1270083,0.1427546,-0.9514328,-0.2413828
9:30:16:3:7:872,21195,0.1269508,0.1425144,-0.9514592,-0.2414506
9:30:16:3:7:931,21203,0.126887,0.1422062,-0.9514998,-0.2415064
9:30:16:3:7:990,21210,0.1268294,0.141966,-0.951526,-0.2415741
9:30:16:3:8:49,21215,0.1267664,0.1417196,-0.9515721,-0.2415703
9:30:16:3:8:109,21222,0.1267015,0.1414712,-0.9516041,-0.241624
9:30:16:3:8:168,21229,0.1265842,0.1411103,-0.9516401,-0.2417552
9:30:16:3:8:227,21236,0.1265212,0.1408639,-0.9516859,-0.2417513
9:30:16:3:8:287,21243,0.1264636,0.1406236,-0.9517119,-0.2418189
9:30:16:3:8:346,21251,0.1263389,0.1402545,-0.9517532,-0.241936
9:30:16:3:8:464,21264,0.1260921,0.1395802,-0.9518553,-0.242053
9:30:16:3:8:524,21272,0.1260366,0.1392201,-0.9518971,-0.2421246
9:30:16:3:8:593,21280,0.1259127,0.1389129,-0.9519439,-0.242182
9:30:16:3:8:652,21287,0.1259096,0.1386654,-0.9519818,-0.2421762
9:30:16:3:8:771,21299,0.1256692,0.1379371,-0.952071,-0.2423664
9:30:16:3:8:830,21305,0.1255462,0.1375699,-0.9521252,-0.2424257
9:30:16:3:8:889,21312,0.1254823,0.1372615,-0.9521641,-0.2424811
9:30:16:3:8:948,21320,0.1254272,0.1370849,-0.9522094,-0.2424316
9:30:16:3:9:8,21327,0.1253632,0.1367766,-0.952248,-0.242487
9:30:16:3:9:67,21334,0.1254273,0.1366577,-0.9522707,-0.2424317
9:30:16:3:9:126,21341,0.1252425,0.1361677,-0.9523194,-0.2426116
9:30:16:3:9:186,21348,0.1252411,0.136044,-0.9523691,-0.2424867
9:30:16:3:9:245,21355,0.1252369,0.1358564,-0.9523984,-0.2424786
9:30:16:3:9:304,21362,0.1251799,0.1356777,-0.9524294,-0.2424865
9:30:16:3:9:363,21370,0.1251167,0.1354312,-0.9524739,-0.2424823
9:30:16:3:9:433,21376,0.1250608,0.1351926,-0.9525126,-0.2424922
9:30:16:3:9:492,21383,0.1250558,0.1349431,-0.9525356,-0.2425435
9:30:16:3:9:551,21391,0.1248709,0.1344529,-0.9525834,-0.2427232
9:30:16:3:9:610,21398,0.1248149,0.1342142,-0.9526218,-0.242733
9:30:16:3:9:670,21405,0.1247507,0.1340276,-0.9526581,-0.2427267
9:30:16:3:9:730,21413,0.1246267,0.1335983,-0.9527045,-0.242845
9:30:16:3:9:847,21425,0.124628,0.1334167,-0.9527758,-0.2426646
9:30:16:3:9:907,21432,0.1247529,0.1333587,-0.9527974,-0.242548
9:30:16:3:9:966,21440,0.1248094,0.1333538,-0.9528238,-0.2424171
9:30:16:3:10:85,21453,0.1247552,0.133117,-0.9528762,-0.2423694
9:30:16:3:10:144,21461,0.1246911,0.1328086,-0.9529136,-0.2424244
9:30:16:3:10:213,21469,0.1246268,0.132622,-0.9529496,-0.2424181
9:30:16:3:10:272,21475,0.124628,0.1324401,-0.9529586,-0.2424814
9:30:16:3:10:332,21483,0.1243848,0.1319528,-0.9530266,-0.2426052
9:30:16:3:10:391,21490,0.1242642,0.1315272,-0.9530382,-0.2428523
9:30:16:3:10:450,21497,0.1240182,0.1309759,-0.9530848,-0.2430928
9:30:16:3:10:509,21502,0.1239611,0.130797,-0.9531149,-0.2431004
9:30:16:3:10:569,21510,0.1238359,0.1304275,-0.9531522,-0.2432165
9:30:16:3:10:628,21517,0.1237798,0.1301885,-0.9531897,-0.243226
9:30:16:3:10:687,21524,0.1237165,0.1298199,-0.9532337,-0.2432827
9:30:16:3:10:746,21532,0.1237131,0.1296943,-0.9532686,-0.243215
9:30:16:3:10:806,21538,0.1237161,0.1295143,-0.9532912,-0.2432208
9:30:16:3:10:865,21545,0.1236518,0.1292058,-0.9533274,-0.2432755
9:30:16:3:10:924,21552,0.1235947,0.1289047,-0.953358,-0.2433443
9:30:16:3:10:984,21559,0.1235304,0.1287182,-0.9533932,-0.2433377
9:30:16:3:11:53,21567,0.1234733,0.1284171,-0.9534237,-0.2434065
9:30:16:3:11:112,21574,0.1234089,0.1282305,-0.9534588,-0.2433999
9:30:16:3:11:171,21582,0.1234728,0.1281114,-0.9534807,-0.2433445
9:30:16:3:11:230,21588,0.1233484,0.1278038,-0.9535237,-0.2434009
9:30:16:3:11:290,21595,0.123414,0.1276865,-0.9535597,-0.243288
9:30:16:3:11:349,21603,0.1232887,0.127439,-0.9535951,-0.2433425
9:30:16:3:11:408,21610,0.1233453,0.1273124,-0.9536225,-0.2432729
9:30:16:3:11:468,21617,0.1232863,0.1271314,-0.9536377,-0.2433378
9:30:16:3:11:527,21625,0.1232901,0.1268912,-0.9536673,-0.2433454
9:30:16:3:11:587,21632,0.1232839,0.1268237,-0.9536801,-0.2433331
9:30:16:3:11:645,21639,0.1231056,0.1264625,-0.9537176,-0.2434647
9:30:16:3:11:705,21646,0.1230421,0.1262158,-0.9537597,-0.2434599
9:30:16:3:11:764,21654,0.1229239,0.1259756,-0.9537891,-0.2435284
9:30:16:3:11:833,21662,0.1229805,0.1258491,-0.9538164,-0.2434588
9:30:16:3:11:892,21667,0.1229233,0.1256698,-0.9538455,-0.2434662
9:30:16:3:11:952,21675,0.1228589,0.1253612,-0.9538805,-0.2435206
9:30:16:3:12:11,21682,0.1227406,0.1251209,-0.9539098,-0.2435891
9:30:16:3:12:70,21689,0.1226762,0.1248123,-0.9539446,-0.2436434
9:30:16:3:12:130,21697,0.1225579,0.12445,-0.953974,-0.243773
9:30:16:3:12:189,21704,0.1224934,0.1242634,-0.9540083,-0.2437662
9:30:16:3:12:248,21711,0.1223079,0.1238947,-0.9540502,-0.2438833
9:30:16:3:12:307,21718,0.1224327,0.1238364,-0.9540715,-0.2437667
9:30:16:3:12:367,21726,0.1224363,0.1237181,-0.9541002,-0.243713
9:30:16:3:12:426,21733,0.1224311,0.1235907,-0.95412,-0.2437025
9:30:16:3:12:485,21740,0.1224338,0.1234104,-0.9541417,-0.243708
9:30:16:3:12:544,21748,0.1223092,0.1231027,-0.954183,-0.243764
9:30:16:3:12:604,21755,0.1222519,0.1229233,-0.9542117,-0.2437714
9:30:16:3:12:673,21763,0.1221874,0.1227367,-0.9542456,-0.2437644
9:30:16:3:12:732,21771,0.1221901,0.1225563,-0.9542671,-0.2437699
9:30:16:3:12:791,21778,0.1221867,0.1223087,-0.9543011,-0.243763
9:30:16:3:12:851,21785,0.1220701,0.1220701,-0.9543438,-0.2437739
9:30:16:3:12:910,21792,0.1218826,0.1216995,-0.9543706,-0.2439483
9:30:16:3:13:28,21805,0.121819,0.1213307,-0.9544113,-0.2440041
9:30:16:3:13:88,21812,0.1217624,0.1210911,-0.9544466,-0.2440131
