Month:Day:Hr:Min:Sec:MSec,Packet number,Element 1, Element 2, Element 3, Element 4
9:30:16:8:55:551,62775,-0.1857186,-0.8538293,-0.4437593,-0.1989013
9:30:16:8:55:610,62782,-0.1857189,-0.8538921,-0.4436381,-0.1989017
9:30:16:8:55:669,62789,-0.1859599,-0.8539996,-0.4433865,-0.1987763
9:30:16:8:55:729,62797,-0.1860242,-0.8540758,-0.4432113,-0.1987798
9:30:16:8:55:788,62804,-0.1860908,-0.8541622,-0.4430413,-0.1987247
9:30:16:8:55:847,62811,-0.1861426,-0.8542421,-0.4428974,-0.1986538
9:30:16:8:55:916,62820,-0.1860298,-0.8542845,-0.4428584,-0.1986637
9:30:16:8:55:976,62827,-0.1860251,-0.8543241,-0.4427862,-0.1986587
9:30:16:8:56:35,62834,-0.1861506,-0.8544008,-0.4426112,-0.1986014
9:30:16:8:56:95,62841,-0.1863943,-0.8545206,-0.4423049,-0.1985398
9:30:16:8:56:154,62848,-0.1862667,-0.8545565,-0.4422919,-0.1985339
9:30:16:8:56:213,62855,-0.1864561,-0.8546464,-0.4420627,-0.1984796
9:30:16:8:56:272,62862,-0.1863875,-0.8546727,-0.4420447,-0.1984715
9:30:16:8:56:332,62870,-0.1863312,-0.8547553,-0.4419338,-0.1984155
9:30:16:8:56:391,62877,-0.1863264,-0.8547947,-0.4418616,-0.1984105
9:30:16:8:56:451,62884,-0.186393,-0.8548809,-0.4416915,-0.1983553
9:30:16:8:56:510,62891,-0.1866365,-0.8550004,-0.441385,-0.1982937
9:30:16:8:56:569,62899,-0.1866933,-0.8551029,-0.4411919,-0.1982281
9:30:16:8:56:628,62906,-0.1867009,-0.8551987,-0.4410267,-0.1981751
9:30:16:8:56:687,62913,-0.1868805,-0.8553047,-0.4407743,-0.1981104
9:30:16:8:56:757,62922,-0.186883,-0.8553774,-0.4406582,-0.1980521
9:30:16:8:56:816,62929,-0.1871879,-0.8555593,-0.4402304,-0.1979297
9:30:16:8:56:875,62936,-0.1873085,-0.8556747,-0.4399828,-0.1978672
9:30:16:8:56:935,62944,-0.187375,-0.8557606,-0.4398125,-0.1978119
9:30:16:8:56:995,62951,-0.1873114,-0.8558097,-0.4397453,-0.1978091
9:30:16:8:57:53,62958,-0.1871838,-0.8558455,-0.4397323,-0.1978033
9:30:16:8:57:112,62966,-0.1871841,-0.8559077,-0.4396109,-0.1978036
9:30:16:8:57:172,62973,-0.1871843,-0.85597,-0.4394895,-0.1978038
9:30:16:8:57:231,62980,-0.1873096,-0.856046,-0.439314,-0.1977462
9:30:16:8:57:290,62987,-0.187251,-0.856118,-0.4391976,-0.1977488
9:30:16:8:57:350,62995,-0.1873026,-0.856197,-0.4390535,-0.1976778
9:30:16:8:57:409,63002,-0.1873126,-0.8562428,-0.4389549,-0.1976884
9:30:16:8:57:468,63009,-0.1873643,-0.8563218,-0.4388108,-0.1976174
9:30:16:8:57:527,63017,-0.1877351,-0.8565261,-0.4383334,-0.1974392
9:30:16:8:57:597,63025,-0.1876765,-0.8565981,-0.4382169,-0.1974417
9:30:16:8:57:656,63032,-0.1876151,-0.8566574,-0.438155,-0.1973803
9:30:16:8:57:715,63040,-0.1876153,-0.8567194,-0.4380334,-0.1973805
9:30:16:8:57:774,63047,-0.1875538,-0.8567786,-0.4379715,-0.1973191
9:30:16:8:57:834,63054,-0.187424,-0.8568043,-0.4379534,-0.197372
9:30:16:8:57:893,63061,-0.1873701,-0.8568369,-0.437909,-0.1973795
9:30:16:8:57:952,63069,-0.1874315,-0.8568995,-0.4377877,-0.1973188
9:30:16:8:58:12,63076,-0.1873728,-0.8569713,-0.4376712,-0.1973213
9:30:16:8:58:71,63083,-0.1873041,-0.8569973,-0.4376533,-0.1973132
9:30:16:8:58:130,63091,-0.187243,-0.8569967,-0.437653,-0.1973741
9:30:16:8:58:190,63098,-0.1874907,-0.8571354,-0.4373563,-0.1971948
9:30:16:8:58:249,63105,-0.187373,-0.857155,-0.4373663,-0.1971993
9:30:16:8:58:308,63112,-0.1873731,-0.8572169,-0.4372447,-0.1971996
9:30:16:8:58:368,63120,-0.1875502,-0.8573112,-0.4369864,-0.1971932
9:30:16:8:58:437,63128,-0.1876165,-0.8573965,-0.4368157,-0.1971377
9:30:16:8:58:496,63135,-0.1878619,-0.8575244,-0.4365135,-0.197017
9:30:16:8:58:555,63143,-0.1879162,-0.8576154,-0.4363146,-0.1970099
9:30:16:8:58:615,63150,-0.1877984,-0.857635,-0.4363246,-0.1970144
9:30:16:8:58:674,63157,-0.1879754,-0.8577292,-0.4360662,-0.197008
9:30:16:8:58:733,63165,-0.1879778,-0.8578013,-0.4359498,-0.1969495
9:30:16:8:58:792,63172,-0.1880981,-0.8579153,-0.4357016,-0.1968866
9:30:16:8:58:852,63179,-0.1880983,-0.8579771,-0.4355799,-0.1968868
9:30:16:8:58:911,63186,-0.1880984,-0.8580388,-0.4354582,-0.1968869
9:30:16:8:58:970,63194,-0.1881008,-0.8581108,-0.4353417,-0.1968284
9:30:16:8:59:30,63201,-0.188285,-0.8582377,-0.435039,-0.1967685
9:30:16:8:59:89,63208,-0.1882801,-0.8582766,-0.4349668,-0.1967634
9:30:16:8:59:148,63216,-0.1883464,-0.8583614,-0.4347957,-0.1967078
9:30:16:8:59:208,63223,-0.1884027,-0.8584623,-0.4346019,-0.1966419
9:30:16:8:59:277,63231,-0.1884641,-0.8585859,-0.4343585,-0.1965813
9:30:16:8:59:336,63239,-0.1885893,-0.8587223,-0.4340606,-0.1965235
9:30:16:8:59:395,63248,-0.1884716,-0.858742,-0.4340706,-0.196528
9:30:16:8:59:455,63255,-0.1884667,-0.8587809,-0.4339983,-0.1965229
9:30:16:8:59:514,63263,-0.1886458,-0.8588845,-0.4337449,-0.1964577
9:30:16:8:59:573,63270,-0.188528,-0.8589042,-0.4337549,-0.1964622
9:30:16:8:59:632,63277,-0.188592,-0.8589786,-0.4335785,-0.1964653
9:30:16:8:59:692,63284,-0.1885921,-0.85904,-0.4334566,-0.1964654
9:30:16:8:59:752,63292,-0.1885283,-0.8590885,-0.4333893,-0.1964625
9:30:16:8:59:810,63299,-0.1885307,-0.8591604,-0.4332727,-0.1964039
9:30:16:8:59:870,63306,-0.1885209,-0.8592377,-0.4331281,-0.1963937
9:30:16:8:59:988,63318,-0.1887783,-0.8594813,-0.4326093,-0.1962244
9:30:16:9:0:48,63325,-0.1887783,-0.8595425,-0.4324873,-0.1962245
9:30:16:9:0:108,63332,-0.1889573,-0.8596457,-0.4322337,-0.1961591
9:30:16:9:0:176,63341,-0.1889573,-0.859707,-0.4321117,-0.1961592
9:30:16:9:0:235,63348,-0.1890724,-0.8597973,-0.4319126,-0.1960909
9:30:16:9:0:295,63354,-0.1889574,-0.8598295,-0.4318678,-0.1961593
9:30:16:9:0:354,63362,-0.1890186,-0.8598911,-0.431746,-0.1960984
9:30:16:9:0:413,63369,-0.1888909,-0.8599268,-0.4317333,-0.1960926
9:30:16:9:0:473,63376,-0.188891,-0.859988,-0.4316114,-0.1960927
9:30:16:9:0:532,63384,-0.1888861,-0.8600267,-0.4315391,-0.1960875
9:30:16:9:0:591,63391,-0.1887733,-0.8600691,-0.4314993,-0.1960972
9:30:16:9:0:651,63398,-0.1889522,-0.860172,-0.4312456,-0.1960318
9:30:16:9:0:710,63405,-0.189136,-0.8602974,-0.4309421,-0.1959715
9:30:16:9:0:769,63411,-0.1892021,-0.8603815,-0.4307706,-0.1959158
9:30:16:9:0:828,63418,-0.189256,-0.8604711,-0.4305712,-0.1959084
9:30:16:9:0:888,63425,-0.1891383,-0.860491,-0.4305812,-0.1959129
9:30:16:9:0:957,63433,-0.1892022,-0.8605647,-0.4304044,-0.1959158
9:30:16:9:1:16,63440,-0.1893782,-0.8607159,-0.4300833,-0.1957865
9:30:16:9:1:75,63447,-0.1894421,-0.8607895,-0.4299065,-0.1957894
9:30:16:9:1:135,63455,-0.1894443,-0.8608608,-0.4297895,-0.1957306
9:30:16:9:1:194,63462,-0.1895642,-0.8609731,-0.4295405,-0.1956674
9:30:16:9:1:253,63469,-0.1895692,-0.8609957,-0.4294908,-0.1956725
9:30:16:9:1:313,63477,-0.1897452,-0.8611464,-0.4291695,-0.1955431
9:30:16:9:1:372,63483,-0.1899239,-0.8612486,-0.4289154,-0.1954775
9:30:16:9:1:431,63490,-0.189931,-0.8613421,-0.4287486,-0.1954239
9:30:16:9:1:491,63497,-0.1898722,-0.861413,-0.4286314,-0.1954261
9:30:16:9:1:550,63505,-0.1898083,-0.8614612,-0.428564,-0.1954232
9:30:16:9:1:609,63512,-0.1898083,-0.861522,-0.4284418,-0.1954232
9:30:16:9:1:668,63519,-0.1897467,-0.8615805,-0.4283795,-0.1953616
9:30:16:9:1:728,63527,-0.1899914,-0.8617051,-0.4280756,-0.1952401
9:30:16:9:1:797,63535,-0.1901799,-0.8618519,-0.4277217,-0.1951846
9:30:16:9:1:856,63542,-0.190116,-0.8619,-0.4276543,-0.1951817
9:30:16:9:1:915,63550,-0.190172,-0.8619992,-0.4274598,-0.1951155
9:30:16:9:1:975,63557,-0.1902918,-0.8621108,-0.4272105,-0.1950521
9:30:16:9:2:34,63564,-0.1903554,-0.8621838,-0.4270334,-0.1950548
9:30:16:9:2:93,63571,-0.1903626,-0.8622772,-0.4268662,-0.1950011
9:30:16:9:2:153,63578,-0.1902349,-0.8623128,-0.4268537,-0.1949954
9:30:16:9:2:212,63585,-0.1902348,-0.8623734,-0.4267314,-0.1949953
9:30:16:9:2:271,63592,-0.1904843,-0.8625199,-0.4263773,-0.1948787
9:30:16:9:2:390,63605,-0.1909709,-0.8628175,-0.4256412,-0.1946939
9:30:16:9:2:449,63612,-0.1911514,-0.8629889,-0.4252692,-0.1945692
9:30:16:9:2:508,63619,-0.1911564,-0.8630114,-0.4252193,-0.1945743
9:30:16:9:2:568,63627,-0.1913319,-0.8631603,-0.4248973,-0.1944445
9:30:16:9:2:637,63635,-0.191273,-0.8632307,-0.4247798,-0.1944466
9:30:16:9:2:696,63642,-0.1913315,-0.8633413,-0.42453,-0.194444
9:30:16:9:2:755,63649,-0.1913385,-0.8634341,-0.4243626,-0.1943902
9:30:16:9:2:815,63656,-0.1916392,-0.8635969,-0.4239254,-0.1943246
9:30:16:9:2:874,63663,-0.1916413,-0.8636673,-0.4238079,-0.1942656
9:30:16:9:2:933,63671,-0.1915823,-0.8637376,-0.4236904,-0.1942677
9:30:16:9:2:993,63678,-0.1917017,-0.8638479,-0.4234405,-0.194204
9:30:16:9:3:52,63685,-0.1916378,-0.8638959,-0.4233731,-0.1942011
9:30:16:9:3:111,63692,-0.1915252,-0.8639385,-0.4233329,-0.1942107
9:30:16:9:3:171,63699,-0.1915737,-0.864004,-0.4231831,-0.194198
9:30:16:9:3:230,63706,-0.191461,-0.8640464,-0.4231429,-0.1942075
9:30:16:9:3:289,63713,-0.1913971,-0.8640943,-0.4230754,-0.1942046
9:30:16:9:3:348,63721,-0.1912694,-0.8641299,-0.423063,-0.1941988
9:30:16:9:3:408,63728,-0.19133,-0.8642502,-0.422818,-0.1941374
9:30:16:9:3:477,63736,-0.1916429,-0.8644071,-0.4224078,-0.1940232
9:30:16:9:3:536,63744,-0.1918819,-0.864567,-0.4220303,-0.1938959
9:30:16:9:3:596,63751,-0.1920062,-0.8646991,-0.42173,-0.1938371
9:30:16:9:3:655,63758,-0.192069,-0.8648292,-0.4214898,-0.1937169
9:30:16:9:3:714,63766,-0.192186,-0.8649287,-0.4212347,-0.1937118
9:30:16:9:3:773,63773,-0.192127,-0.8649987,-0.421117,-0.1937138
9:30:16:9:3:833,63780,-0.192063,-0.8650464,-0.4210495,-0.1937108
9:30:16:9:3:892,63787,-0.192004,-0.8651163,-0.4209317,-0.1937128
9:30:16:9:3:952,63795,-0.1921892,-0.8652481,-0.4206313,-0.193593
9:30:16:9:4:10,63802,-0.1923722,-0.8653696,-0.4203259,-0.1935318
9:30:16:9:4:70,63809,-0.1924379,-0.8654516,-0.4201529,-0.1934754
9:30:16:9:4:129,63817,-0.1924323,-0.8655488,-0.4199578,-0.1934699
9:30:16:9:4:188,63824,-0.192495,-0.8656784,-0.4197173,-0.1933495
9:30:16:9:4:248,63831,-0.1924997,-0.8657601,-0.4195442,-0.1933541
9:30:16:9:4:317,63840,-0.1927383,-0.8659187,-0.4191662,-0.1932266
9:30:16:9:4:376,63847,-0.1928059,-0.8660702,-0.4188752,-0.1931111
9:30:16:9:4:435,63854,-0.1927976,-0.8661552,-0.4187353,-0.1930418
9:30:16:9:4:495,63861,-0.192861,-0.8662266,-0.4185572,-0.1930441
9:30:16:9:4:554,63868,-0.1928019,-0.8662962,-0.4184393,-0.193046
9:30:16:9:4:613,63875,-0.1928622,-0.8664152,-0.4181936,-0.1929843
9:30:16:9:4:673,63882,-0.1927447,-0.8664355,-0.4182035,-0.1929888
9:30:16:9:4:732,63890,-0.1926856,-0.8665053,-0.4180856,-0.1929908
9:30:16:9:4:851,63898,-0.1927406,-0.8666614,-0.4177674,-0.1929237
9:30:16:9:4:910,63905,-0.1926815,-0.8667309,-0.4176494,-0.1929256
9:30:16:9:4:969,63913,-0.1926223,-0.8668005,-0.4175315,-0.1929275
9:30:16:9:5:28,63920,-0.1927414,-0.866909,-0.4172808,-0.1928634
9:30:16:9:5:88,63927,-0.1926137,-0.8669446,-0.4172686,-0.1928578
9:30:16:9:5:157,63933,-0.1926182,-0.867026,-0.4170953,-0.1928623
9:30:16:9:5:216,63940,-0.1926148,-0.8671326,-0.4169047,-0.1927979
9:30:16:9:5:275,63947,-0.192744,-0.8672258,-0.4166761,-0.192744
9:30:16:9:5:335,63955,-0.1926162,-0.8672613,-0.4166638,-0.1927383
9:30:16:9:5:394,63962,-0.1925522,-0.8673087,-0.4165962,-0.1927353
9:30:16:9:5:453,63969,-0.1926177,-0.86739,-0.4164229,-0.1926787
9:30:16:9:5:513,63974,-0.19249,-0.8674254,-0.4164106,-0.1926731
9:30:16:9:5:572,63982,-0.1924308,-0.8674949,-0.4162926,-0.1926749
9:30:16:9:5:631,63989,-0.1924406,-0.8675389,-0.4161916,-0.1926847
9:30:16:9:5:690,63996,-0.1923765,-0.8675862,-0.416124,-0.1926817
9:30:16:9:5:750,64004,-0.1924318,-0.8676825,-0.4159286,-0.1926149
9:30:16:9:5:809,64010,-0.192373,-0.8676926,-0.4159334,-0.1926171
9:30:16:9:5:868,64017,-0.1924362,-0.8677636,-0.4157551,-0.1926194
9:30:16:9:5:928,64025,-0.1926799,-0.8678835,-0.4154489,-0.1924968
9:30:16:9:5:997,64033,-0.1926207,-0.8679527,-0.4153307,-0.1924986
9:30:16:9:6:56,64040,-0.1926176,-0.868,-0.4152631,-0.1924345
9:30:16:9:6:115,64048,-0.1924876,-0.8680252,-0.415246,-0.1924876
9:30:16:9:6:175,64055,-0.192619,-0.8681282,-0.415022,-0.1923749
9:30:16:9:6:234,64062,-0.1928674,-0.8682697,-0.414665,-0.1922571
9:30:16:9:6:293,64069,-0.1929863,-0.8683773,-0.414414,-0.1921929
9:30:16:9:6:353,64077,-0.1930415,-0.8684732,-0.4142184,-0.1921261
9:30:16:9:6:412,64084,-0.1929217,-0.8684835,-0.4142233,-0.1921894
9:30:16:9:6:471,64091,-0.1929872,-0.8685643,-0.4140496,-0.1921327
9:30:16:9:6:530,64099,-0.193106,-0.8686718,-0.4137985,-0.1920684
9:30:16:9:6:590,64106,-0.1931006,-0.8687087,-0.413726,-0.1920631
9:30:16:9:6:649,64113,-0.1931104,-0.8687525,-0.4136249,-0.1920728
9:30:16:9:6:708,64120,-0.1932848,-0.8688966,-0.4133011,-0.1919421
9:30:16:9:6:768,64127,-0.1933453,-0.8689554,-0.413178,-0.1918806
9:30:16:9:6:837,64135,-0.1934053,-0.8690728,-0.4129316,-0.1918185
9:30:16:9:6:897,64142,-0.1935343,-0.869165,-0.4127023,-0.1917644
9:30:16:9:6:955,64150,-0.1934114,-0.8692223,-0.4126395,-0.1917636
9:30:16:9:7:15,64157,-0.1933527,-0.8692325,-0.4126444,-0.1917658
9:30:16:9:7:74,64164,-0.1932885,-0.8692796,-0.4125767,-0.1917627
9:30:16:9:7:133,64172,-0.1933539,-0.8693601,-0.4124028,-0.191706
9:30:16:9:7:253,64185,-0.1935357,-0.8695373,-0.4119728,-0.1916437
9:30:16:9:7:311,64192,-0.1937153,-0.869644,-0.4117214,-0.1915182
9:30:16:9:7:370,64200,-0.1937784,-0.8697141,-0.4115426,-0.1915202
9:30:16:9:7:430,64207,-0.1937142,-0.8697611,-0.4114749,-0.1915171
9:30:16:9:7:489,64214,-0.1937137,-0.8698196,-0.4113517,-0.1915166
9:30:16:9:7:548,64222,-0.193779,-0.8698999,-0.4111777,-0.1914598
9:30:16:9:7:608,64228,-0.1937148,-0.8699468,-0.41111,-0.1914566
9:30:16:9:7:677,64236,-0.1936555,-0.8700156,-0.4109916,-0.1914584
9:30:16:9:7:736,64244,-0.1937844,-0.8701074,-0.410762,-0.1914041
9:30:16:9:7:796,64251,-0.1938959,-0.8701818,-0.4105564,-0.1913936
9:30:16:9:7:855,64258,-0.1940247,-0.8702733,-0.4103266,-0.1913393
9:30:16:9:7:973,64267,-0.1939574,-0.8703669,-0.4101912,-0.191272
9:30:16:9:8:92,64277,-0.1937735,-0.8704243,-0.4101284,-0.1913322
9:30:16:9:8:151,64285,-0.1938387,-0.8705044,-0.4099543,-0.1912754
9:30:16:9:8:210,64292,-0.1939573,-0.8706105,-0.4097027,-0.1912109
9:30:16:9:8:329,64305,-0.1940241,-0.8707589,-0.4094099,-0.1910946
9:30:16:9:8:388,64312,-0.1940187,-0.8707954,-0.4093373,-0.1910892
9:30:16:9:8:447,64319,-0.1939648,-0.8708275,-0.4092914,-0.1910962
9:30:16:9:8:517,64328,-0.1939006,-0.8708743,-0.4092236,-0.1910931
9:30:16:9:8:635,64341,-0.1940794,-0.8710383,-0.4088485,-0.1909668
9:30:16:9:8:694,64348,-0.1940788,-0.8710966,-0.4087251,-0.1909662
9:30:16:9:8:754,64356,-0.1940249,-0.8711285,-0.4086791,-0.1909732
9:30:16:9:8:813,64363,-0.194075,-0.8712013,-0.4085339,-0.1909014
9:30:16:9:8:872,64370,-0.1942618,-0.8713402,-0.4081756,-0.1908441
9:30:16:9:8:932,64378,-0.194327,-0.8714198,-0.4080012,-0.1907871
9:30:16:9:8:991,64383,-0.1944454,-0.8715253,-0.4077493,-0.1907225
9:30:16:9:9:50,64390,-0.1944502,-0.871547,-0.4076985,-0.1907272
9:30:16:9:9:110,64397,-0.1945027,-0.871631,-0.4074976,-0.1907189
9:30:16:9:9:169,64405,-0.1945092,-0.8717209,-0.407328,-0.1906641
9:30:16:9:9:228,64412,-0.1945085,-0.8717789,-0.4072045,-0.1906635
9:30:16:9:9:287,64419,-0.1945665,-0.8718265,-0.4070762,-0.1906606
9:30:16:9:9:357,64428,-0.1945071,-0.8718948,-0.4069575,-0.1906621
9:30:16:9:9:416,64435,-0.19475,-0.8720112,-0.4066496,-0.1905388
9:30:16:9:9:475,64442,-0.1948731,-0.872138,-0.4063467,-0.1904788
9:30:16:9:9:534,64450,-0.1948676,-0.8721742,-0.4062741,-0.1904734
9:30:16:9:9:594,64457,-0.1949327,-0.8722534,-0.4060995,-0.1904164
9:30:16:9:9:653,64464,-0.1951167,-0.8723797,-0.4057963,-0.1902952
9:30:16:9:9:712,64470,-0.1951795,-0.8724488,-0.405617,-0.190297
9:30:16:9:9:772,64478,-0.1951201,-0.872517,-0.4054982,-0.1902985
9:30:16:9:9:831,64485,-0.1951852,-0.872596,-0.4053235,-0.1902414
9:30:16:9:9:890,64492,-0.1953034,-0.8727008,-0.4050713,-0.1901766
9:30:16:9:9:949,64500,-0.1954215,-0.8728055,-0.4048192,-0.1901118
9:30:16:9:10:9,64507,-0.1954843,-0.8728743,-0.4046396,-0.1901135
9:30:16:9:10:68,64511,-0.19542,-0.8729208,-0.4045719,-0.1901103
9:30:16:9:10:137,64520,-0.195485,-0.8729996,-0.4043971,-0.1900532
9:30:16:9:10:197,64527,-0.1954914,-0.873089,-0.4042271,-0.1899983
9:30:16:9:10:256,64534,-0.1954872,-0.8731926,-0.4040354,-0.1899333
9:30:16:9:10:315,64542,-0.1954816,-0.8732287,-0.4039629,-0.1899278
9:30:16:9:10:374,64548,-0.195488,-0.8733179,-0.4037928,-0.189873
9:30:16:9:10:434,64555,-0.1954838,-0.8734215,-0.4036012,-0.1898079
9:30:16:9:10:493,64562,-0.1954886,-0.873443,-0.4035501,-0.1898126
9:30:16:9:10:553,64570,-0.1953608,-0.8734783,-0.4035382,-0.189807
9:30:16:9:10:612,64577,-0.1952482,-0.8735207,-0.4034967,-0.1898162
9:30:16:9:10:671,64584,-0.1951181,-0.8735458,-0.4034801,-0.1898694
9:30:16:9:10:730,64592,-0.1953076,-0.8736354,-0.4032492,-0.1897535
9:30:16:9:10:789,64597,-0.1954257,-0.8737395,-0.4029968,-0.1896886
9:30:16:9:10:849,64604,-0.1953662,-0.8738073,-0.4028778,-0.1896901
9:30:16:9:10:908,64611,-0.195297,-0.8738321,-0.4028611,-0.1896822
9:30:16:9:10:968,64619,-0.1953033,-0.8739212,-0.4026909,-0.1896273
9:30:16:9:11:36,64627,-0.195366,-0.8739896,-0.4025113,-0.1896289
9:30:16:9:11:96,64632,-0.1954814,-0.8740821,-0.4023146,-0.1895004
9:30:16:9:11:155,64639,-0.1954219,-0.8741499,-0.4021956,-0.1895019
9:30:16:9:11:214,64646,-0.1954846,-0.8742182,-0.4020159,-0.1895034
9:30:16:9:11:274,64653,-0.1954789,-0.874254,-0.4019432,-0.189498
9:30:16:9:11:333,64661,-0.1954194,-0.8743217,-0.4018242,-0.1894994
9:30:16:9:11:392,64668,-0.1957301,-0.8744686,-0.4014084,-0.1893827
9:30:16:9:11:451,64675,-0.1956714,-0.874479,-0.4014132,-0.189385
9:30:16:9:11:511,64682,-0.1957893,-0.8745826,-0.4011606,-0.18932
9:30:16:9:11:570,64690,-0.1959072,-0.8746861,-0.400908,-0.1892549
9:30:16:9:11:629,64697,-0.1960909,-0.8748106,-0.4006039,-0.1891334
9:30:16:9:11:689,64704,-0.1961557,-0.8748886,-0.4004286,-0.189076
9:30:16:9:11:748,64712,-0.1963427,-0.8749672,-0.4001925,-0.1890188
9:30:16:9:11:807,64719,-0.1964605,-0.8750703,-0.3999397,-0.1889537
9:30:16:9:11:876,64727,-0.1962788,-0.8751374,-0.3998815,-0.188955
9:30:16:9:11:936,64733,-0.1963388,-0.875194,-0.3997574,-0.188893
9:30:16:9:11:995,64740,-0.1965201,-0.8753079,-0.3994485,-0.1888302
9:30:16:9:12:54,64747,-0.1965215,-0.875375,-0.3993292,-0.1887705
9:30:16:9:12:114,64754,-0.1966392,-0.8754779,-0.3990763,-0.1887053
9:30:16:9:12:173,64761,-0.1967031,-0.8756125,-0.3987769,-0.188647
9:30:16:9:12:232,64768,-0.1966492,-0.8756443,-0.3987304,-0.1886538
9:30:16:9:12:291,64775,-0.1968246,-0.8757933,-0.3983486,-0.1885855
9:30:16:9:12:351,64783,-0.1969528,-0.8758817,-0.3981169,-0.1885303
9:30:16:9:12:410,64790,-0.1969484,-0.875984,-0.3979249,-0.188465
9:30:16:9:12:469,64795,-0.1970131,-0.8760616,-0.3977493,-0.1884076
9:30:16:9:12:529,64803,-0.1971942,-0.8761747,-0.3974401,-0.1883446
9:30:16:9:12:588,64810,-0.1972532,-0.8762876,-0.3971918,-0.1882816
9:30:16:9:12:657,64818,-0.1973144,-0.8764104,-0.396948,-0.1881597
9:30:16:9:12:716,64826,-0.1973768,-0.8764777,-0.3967677,-0.188161
9:30:16:9:12:776,64831,-0.1974992,-0.876601,-0.3964632,-0.1881003
9:30:16:9:12:835,64838,-0.1975581,-0.8767136,-0.3962147,-0.1880372
9:30:16:9:12:894,64845,-0.1976884,-0.8768114,-0.3959872,-0.187923
9:30:16:9:12:954,64853,-0.1976816,-0.8769032,-0.3957905,-0.1879166
9:30:16:9:13:13,64860,-0.1976172,-0.876949,-0.3957226,-0.1879133
9:30:16:9:13:72,64867,-0.1975046,-0.8769914,-0.3956806,-0.1879224
9:30:16:9:13:191,64880,-0.1976163,-0.8771285,-0.3953547,-0.1878515
9:30:16:9:13:250,64887,-0.1976857,-0.8772266,-0.3951273,-0.1877984
9:30:16:9:13:310,64894,-0.1976283,-0.8773037,-0.3950125,-0.1877408
9:30:16:9:13:369,64902,-0.1977458,-0.8774052,-0.3947591,-0.1876754
9:30:16:9:13:428,64909,-0.1976262,-0.8774163,-0.3947641,-0.1877388
9:30:16:9:13:497,64917,-0.1975665,-0.8774832,-0.3946447,-0.18774
9:30:16:9:13:556,64923,-0.1976275,-0.8776053,-0.3944005,-0.187618
9:30:16:9:13:616,64930,-0.1977449,-0.8777067,-0.3941471,-0.1875525
9:30:16:9:13:675,64937,-0.1976148,-0.8777319,-0.394131,-0.1876059
9:30:16:9:13:734,64945,-0.1976207,-0.8778192,-0.3939598,-0.1875505
9:30:16:9:13:793,64952,-0.197683,-0.8778859,-0.3937792,-0.1875517
9:30:16:9:13:853,64959,-0.197744,-0.8780078,-0.393535,-0.1874296
9:30:16:9:13:912,64966,-0.1978063,-0.8780743,-0.3933544,-0.1874308
9:30:16:9:13:971,64974,-0.1978016,-0.8781756,-0.393162,-0.1873653
9:30:16:9:14:31,64981,-0.1978064,-0.8781968,-0.3931104,-0.1873698
9:30:16:9:14:90,64988,-0.1978603,-0.8782872,-0.3929131,-0.187302
9:30:16:9:14:149,64996,-0.1981136,-0.8784502,-0.3925042,-0.1871276
9:30:16:9:14:208,65003,-0.1981066,-0.8785412,-0.3923072,-0.187121
9:30:16:9:14:268,65010,-0.1982367,-0.878638,-0.3920791,-0.1870066
9:30:16:9:14:327,65018,-0.1982297,-0.8787289,-0.3918821,-0.1869999
9:30:16:9:14:397,65028,-0.1984126,-0.8788499,-0.3915764,-0.1868777
9:30:16:9:14:455,65035,-0.1985942,-0.8790266,-0.3911464,-0.1867542
9:30:16:9:14:515,65043,-0.1986564,-0.8790928,-0.3909656,-0.1867553
9:30:16:9:14:574,65050,-0.1986622,-0.8791795,-0.3907939,-0.1866998
9:30:16:9:14:633,65057,-0.1985343,-0.8792147,-0.3907824,-0.1866943
9:30:16:9:14:693,65064,-0.1986609,-0.8793569,-0.3904252,-0.1866375
9:30:16:9:14:752,65072,-0.1987254,-0.8794329,-0.3902487,-0.1865797
9:30:16:9:14:811,65079,-0.1987768,-0.8795127,-0.3900469,-0.1865707
9:30:16:9:14:871,65086,-0.1987229,-0.8795443,-0.3899999,-0.1865774
9:30:16:9:14:930,65091,-0.1989081,-0.8796755,-0.3896377,-0.1865183
9:30:16:9:14:989,65098,-0.1990274,-0.8797854,-0.3893882,-0.1863937
9:30:16:9:15:48,65105,-0.1988972,-0.8798106,-0.3893723,-0.1864471
9:30:16:9:15:108,65112,-0.1990237,-0.8799521,-0.3890148,-0.1863902
9:30:16:9:15:177,65121,-0.1992767,-0.8801131,-0.3886047,-0.1862153
9:30:16:9:15:236,65127,-0.199267,-0.8801923,-0.3884638,-0.1861452
9:30:16:9:15:295,65134,-0.1991522,-0.8802246,-0.3884169,-0.1862131
9:30:16:9:15:355,65142,-0.1992691,-0.8803241,-0.3881629,-0.1861473
9:30:16:9:15:414,65149,-0.1993968,-0.8804099,-0.3879296,-0.1860915
9:30:16:9:15:473,65156,-0.1993369,-0.8804759,-0.3878098,-0.1860926
9:30:16:9:15:592,65170,-0.1992651,-0.8806112,-0.3875446,-0.1860824
9:30:16:9:15:651,65177,-0.1992042,-0.8806118,-0.3875449,-0.1861436
9:30:16:9:15:711,65184,-0.1992099,-0.880698,-0.3873729,-0.1860879
